XPath,104.8.xml,31.12.xml,31.14.xml,411.8.xml
/eml:eml/dataset/dataTable/@id,0.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/@scope,1.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,44.0,12.0,12.0,8.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,44.0,12.0,12.0,8.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,3.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,0.0,2.0,2.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,0.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,0.0,2.0,2.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,0.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,2.0,2.0,2.0,4.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,2.0,2.0,2.0,4.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,7.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,8.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,9.0,1.0,1.0,2.0
/eml:eml/dataset/dataTable/caseSensitive,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,1.0,1.0,0.0
/eml:eml/dataset/dataTable/entityDescription,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/entityName,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/numberOfRecords,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,1.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/authentication,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/authentication/@method,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@system,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/access/deny/permission,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/deny/principal,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/@scope,1.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/para,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para,0.0,4.0,4.0,0.0
/eml:eml/dataset/keywordSet/keyword,45.0,12.0,12.0,12.0
/eml:eml/dataset/maintenance,1.0,0.0,1.0,1.0
/eml:eml/dataset/maintenance/description/para,1.0,0.0,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/para,1.0,2.0,2.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/administrativeArea,0.0,0.0,0.0,1.0
/eml:eml/dataset/publisher/address/city,0.0,0.0,0.0,1.0
/eml:eml/dataset/publisher/address/country,0.0,0.0,0.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,0.0,0.0,0.0,1.0
/eml:eml/dataset/publisher/address/postalCode,0.0,0.0,0.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,0.0,0.0,0.0,2.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,2.0,2.0,2.0,2.0
